dataset,r0_accuracy,r7_accuracy,delta_accuracy,r0_mean_p_wrong,r7_mean_p_wrong,delta_mean_p_wrong,r0_mean_p_correct,r7_mean_p_correct,delta_mean_p_correct,r0_mean_hysteresis_gap,r7_mean_hysteresis_gap,delta_mean_hysteresis_gap,r0_wrong_following_rate,r7_wrong_following_rate,delta_wrong_following_rate,r0_history_contamination_rate_clean_correct,r7_history_contamination_rate_clean_correct,delta_history_contamination_rate_clean_correct,n_items
mmlu_pro,0.22085714285714286,0.9028571428571428,0.6819999999999999,0.5179924160414804,0.05997208194086748,-0.45802033410061294,0.21728116606220524,0.8962415619329485,0.6789603958707432,0.43103769845007045,-0.026982635650542482,-0.45802033410061294,0.5322857142857143,0.056857142857142856,-0.4754285714285714,0.3978494623655914,0.0314900153609831,-0.36635944700460826,3500
truthfulqa_mc,0.5154285714285715,0.9557142857142857,0.4402857142857143,0.2898007884083143,0.030558973607068052,-0.25924181480124625,0.5119889195150974,0.9533623398886423,0.4413734203735449,0.17528203517405253,-0.08395977962719373,-0.25924181480124625,0.29114285714285715,0.029714285714285714,-0.26142857142857145,0.19728783902012248,0.009623797025371828,-0.18766404199475065,3500
