table_name,model,model_key,dataset,dataset_key,condition_or_operation,metric,estimate,ci_low,ci_high,n_items,bootstrap_samples,seed,informative,notes
recovery_operations,Mistral-7B,mistral7b_v03,MMLU-Pro,mmlu_pro,R6 Self-verification,clean_context_like_strict,0.0,,,500,10000,12345,True,Deterministic aggregate classification; CI not bootstrapped
recovery_operations,Mistral-7B,mistral7b_v03,MMLU-Pro,mmlu_pro,R6 Self-verification,clean_context_like_main,0.0,,,500,10000,12345,True,Deterministic aggregate classification; CI not bootstrapped
recovery_operations,Mistral-7B,mistral7b_v03,MMLU-Pro,mmlu_pro,R6 Self-verification,clean_context_like_loose,0.0,,,500,10000,12345,True,Deterministic aggregate classification; CI not bootstrapped
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R0 Ordinary reset,p_wrong,0.3519581999484691,0.3133752004611976,0.39240355148658995,500,10000,12345,True,
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R0 Ordinary reset,p_correct,0.43857751096053416,0.39628507108433997,0.480082544162267,500,10000,12345,True,
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R0 Ordinary reset,accuracy,0.432,0.388,0.474,500,10000,12345,True,
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R0 Ordinary reset,hysteresis_gap,0.2470265087505791,0.20542797903162432,0.2898946488311651,500,10000,12345,True,
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R0 Ordinary reset,entropy,0.10183698053849995,0.08257055391303494,0.12190203202800315,500,10000,12345,True,
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R0 Ordinary reset,max_probability,0.9619382229935118,0.9531458341218637,0.9704466956499299,500,10000,12345,True,
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R0 Ordinary reset,restoration_ratio,0.0,0.0,0.0,500,10000,12345,True,
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R0 Ordinary reset,clean_context_like_strict,0.0,,,500,10000,12345,True,Deterministic aggregate classification; CI not bootstrapped
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R0 Ordinary reset,clean_context_like_main,0.0,,,500,10000,12345,True,Deterministic aggregate classification; CI not bootstrapped
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R0 Ordinary reset,clean_context_like_loose,0.0,,,500,10000,12345,True,Deterministic aggregate classification; CI not bootstrapped
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R1 User retraction,p_wrong,0.3223259190820445,0.2836549375366447,0.36083788997999866,500,10000,12345,True,
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R1 User retraction,p_correct,0.45866523857680774,0.417848417918792,0.501131758294795,500,10000,12345,True,
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R1 User retraction,accuracy,0.452,0.41,0.496,500,10000,12345,True,
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R1 User retraction,hysteresis_gap,0.21739422788415458,0.17690285621378585,0.2592559834701098,500,10000,12345,True,
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R1 User retraction,entropy,0.12985710145262772,0.10760933267808583,0.15243126495710826,500,10000,12345,True,
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R1 User retraction,max_probability,0.9496084893501107,0.9394921515158875,0.9595702522048116,500,10000,12345,True,
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R1 User retraction,restoration_ratio,0.11995587443752487,0.08177314771958145,0.16429438654309267,500,10000,12345,True,
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R1 User retraction,clean_context_like_strict,0.0,,,500,10000,12345,True,Deterministic aggregate classification; CI not bootstrapped
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R1 User retraction,clean_context_like_main,0.0,,,500,10000,12345,True,Deterministic aggregate classification; CI not bootstrapped
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R1 User retraction,clean_context_like_loose,0.0,,,500,10000,12345,True,Deterministic aggregate classification; CI not bootstrapped
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R2 System reset,p_wrong,0.3376086010812253,0.2984302476643371,0.3763390093970287,500,10000,12345,True,
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R2 System reset,p_correct,0.45758350580959223,0.41683111961574143,0.4999514331788806,500,10000,12345,True,
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R2 System reset,accuracy,0.452,0.41,0.496,500,10000,12345,True,
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R2 System reset,hysteresis_gap,0.2326769098833354,0.19186106475329975,0.27365026617633836,500,10000,12345,True,
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R2 System reset,entropy,0.12279856315641723,0.10117784829882916,0.14503063779739336,500,10000,12345,True,
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R2 System reset,max_probability,0.9518751985086349,0.9416080533966559,0.9613700395649203,500,10000,12345,True,
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R2 System reset,restoration_ratio,0.0580893076610352,0.02634229340308545,0.09116904709470433,500,10000,12345,True,
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R2 System reset,clean_context_like_strict,0.0,,,500,10000,12345,True,Deterministic aggregate classification; CI not bootstrapped
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R2 System reset,clean_context_like_main,0.0,,,500,10000,12345,True,Deterministic aggregate classification; CI not bootstrapped
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R2 System reset,clean_context_like_loose,0.0,,,500,10000,12345,True,Deterministic aggregate classification; CI not bootstrapped
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R3 Fresh deletion,p_wrong,0.10493169119788996,0.0800489847654406,0.13126968142485,500,10000,12345,True,
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R3 Fresh deletion,p_correct,0.6497950458048971,0.6085129019625474,0.6907330049547987,500,10000,12345,True,
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R3 Fresh deletion,accuracy,0.65,0.608,0.692,500,10000,12345,True,
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R3 Fresh deletion,hysteresis_gap,0.0,0.0,0.0,500,10000,12345,True,
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R3 Fresh deletion,entropy,0.07876597178247637,0.061734222012800107,0.09757348992767945,500,10000,12345,True,
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R3 Fresh deletion,max_probability,0.9675391874868995,0.9584644108708924,0.9755899022666576,500,10000,12345,True,
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R3 Fresh deletion,restoration_ratio,1.0,1.0,1.0,500,10000,12345,True,
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R3 Fresh deletion,clean_context_like_strict,1.0,,,500,10000,12345,True,Deterministic aggregate classification; CI not bootstrapped
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R3 Fresh deletion,clean_context_like_main,1.0,,,500,10000,12345,True,Deterministic aggregate classification; CI not bootstrapped
