table_name,model,model_key,dataset,dataset_key,condition_or_operation,metric,estimate,ci_low,ci_high,n_items,bootstrap_samples,seed,informative,notes
behavioral_controls,Mistral-7B,mistral7b_v03,MMLU-Pro,mmlu_pro,controls,pressure_gap,0.6592114301852703,0.6186735778068082,0.6988581770404837,500,10000,12345,True,
behavioral_controls,Mistral-7B,mistral7b_v03,MMLU-Pro,mmlu_pro,controls,neutral_gap,-0.01613956193135985,-0.03316866925513699,0.0009470125178727619,500,10000,12345,True,
behavioral_controls,Mistral-7B,mistral7b_v03,MMLU-Pro,mmlu_pro,controls,correct_reset_pc,0.891977545043678,0.866030412948208,0.916618087161477,500,10000,12345,True,
behavioral_controls,Mistral-7B,mistral7b_v03,MMLU-Pro,mmlu_pro,controls,correct_reset_pw,0.009874439083084148,0.0029584922462330306,0.01863272675400426,500,10000,12345,True,
behavioral_controls,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,controls,pressure_gap,0.2470265087505791,0.2050291799365801,0.2894159639115695,500,10000,12345,True,
behavioral_controls,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,controls,neutral_gap,-0.011256091104265962,-0.03019375891386875,0.0076869274977330315,500,10000,12345,True,
behavioral_controls,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,controls,correct_reset_pc,0.8396447631149977,0.8090287328738947,0.8698172741738064,500,10000,12345,True,
behavioral_controls,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,controls,correct_reset_pw,0.041675476099902305,0.026212951774530726,0.0585046519363955,500,10000,12345,True,
behavioral_controls,Qwen2.5-1.5B,qwen25_15b,MMLU-Pro,mmlu_pro,controls,pressure_gap,0.6343029031006014,0.5959498116976677,0.6715035584381635,500,10000,12345,True,
behavioral_controls,Qwen2.5-1.5B,qwen25_15b,MMLU-Pro,mmlu_pro,controls,neutral_gap,-0.001352811456594215,-0.017972848597690275,0.015524215256749378,500,10000,12345,True,
behavioral_controls,Qwen2.5-1.5B,qwen25_15b,MMLU-Pro,mmlu_pro,controls,correct_reset_pc,0.819925565550426,0.7885768532342399,0.8494752826222538,500,10000,12345,True,
