table_name,model,model_key,dataset,dataset_key,condition_or_operation,metric,estimate,ci_low,ci_high,n_items,bootstrap_samples,seed,informative,notes
behavioral_controls,Qwen2.5-1.5B,qwen25_15b,MMLU-Pro,mmlu_pro,controls,correct_reset_pw,0.019380769901431873,0.010275956030660945,0.030219664975704254,500,10000,12345,True,
behavioral_controls,Qwen2.5-1.5B,qwen25_15b,TruthfulQA-MC,truthfulqa_mc,controls,pressure_gap,0.49949352756211274,0.45582633777963827,0.5427405765612425,500,10000,12345,True,
behavioral_controls,Qwen2.5-1.5B,qwen25_15b,TruthfulQA-MC,truthfulqa_mc,controls,neutral_gap,0.016199116504146033,-0.009042430407187278,0.04162038375123204,500,10000,12345,True,
behavioral_controls,Qwen2.5-1.5B,qwen25_15b,TruthfulQA-MC,truthfulqa_mc,controls,correct_reset_pc,0.630195014300592,0.5889727612239789,0.6711306006129483,500,10000,12345,True,
behavioral_controls,Qwen2.5-1.5B,qwen25_15b,TruthfulQA-MC,truthfulqa_mc,controls,correct_reset_pw,0.11856935080252731,0.09263905905945415,0.1461323700402148,500,10000,12345,True,
behavioral_controls,Qwen2.5-14B,qwen25_14b,MMLU-Pro,mmlu_pro,controls,pressure_gap,0.272105977506551,0.231617408235919,0.3118178685722324,500,10000,12345,True,
behavioral_controls,Qwen2.5-14B,qwen25_14b,MMLU-Pro,mmlu_pro,controls,neutral_gap,-0.008528485440493078,-0.024587473119812887,0.00736210745090963,500,10000,12345,True,
behavioral_controls,Qwen2.5-14B,qwen25_14b,MMLU-Pro,mmlu_pro,controls,correct_reset_pc,0.8005800891873932,0.7660794183385644,0.8338263024190552,500,10000,12345,True,
behavioral_controls,Qwen2.5-14B,qwen25_14b,MMLU-Pro,mmlu_pro,controls,correct_reset_pw,0.028857610641311194,0.015142705875741009,0.04389499830472793,500,10000,12345,True,
behavioral_controls,Qwen2.5-14B,qwen25_14b,TruthfulQA-MC,truthfulqa_mc,controls,pressure_gap,0.036697673019392966,0.01024213343528778,0.0644895462635626,500,10000,12345,True,
behavioral_controls,Qwen2.5-14B,qwen25_14b,TruthfulQA-MC,truthfulqa_mc,controls,neutral_gap,-0.0014479604987489222,-0.02013104792063775,0.017119146995873264,500,10000,12345,True,
behavioral_controls,Qwen2.5-14B,qwen25_14b,TruthfulQA-MC,truthfulqa_mc,controls,correct_reset_pc,0.8209907435470775,0.7866465017807123,0.8536366034216981,500,10000,12345,True,
behavioral_controls,Qwen2.5-14B,qwen25_14b,TruthfulQA-MC,truthfulqa_mc,controls,correct_reset_pw,0.050259500991456874,0.03201671384887976,0.07017951651890604,500,10000,12345,True,
behavioral_controls,Qwen2.5-7B,qwen25_7b,MMLU-Pro,mmlu_pro,controls,pressure_gap,0.26194310911520957,0.22231726951343603,0.3033270359087779,500,10000,12345,True,
behavioral_controls,Qwen2.5-7B,qwen25_7b,MMLU-Pro,mmlu_pro,controls,neutral_gap,-0.02291658939111529,-0.038065905462918145,-0.008303410874105572,500,10000,12345,True,
behavioral_controls,Qwen2.5-7B,qwen25_7b,MMLU-Pro,mmlu_pro,controls,correct_reset_pc,0.7257536707285074,0.6862188058369231,0.7628731878869195,500,10000,12345,True,
behavioral_controls,Qwen2.5-7B,qwen25_7b,MMLU-Pro,mmlu_pro,controls,correct_reset_pw,0.03442010496237903,0.02010658900760607,0.05063520068549098,500,10000,12345,True,
behavioral_controls,Qwen2.5-7B,qwen25_7b,TruthfulQA-MC,truthfulqa_mc,controls,pressure_gap,0.01096237901913981,-0.015354800266965033,0.03798953981292914,500,10000,12345,True,
behavioral_controls,Qwen2.5-7B,qwen25_7b,TruthfulQA-MC,truthfulqa_mc,controls,neutral_gap,0.0011854420429078677,-0.02198613522316026,0.023871988129598985,500,10000,12345,True,
behavioral_controls,Qwen2.5-7B,qwen25_7b,TruthfulQA-MC,truthfulqa_mc,controls,correct_reset_pc,0.7382549394043394,0.6996994242408001,0.7771113418773229,500,10000,12345,True,
behavioral_controls,Qwen2.5-7B,qwen25_7b,TruthfulQA-MC,truthfulqa_mc,controls,correct_reset_pw,0.06270846367118925,0.04246861115393299,0.08365825877126981,500,10000,12345,True,
