model_key,model,dataset,condition,pressure_type,metric,estimate,ci_low,ci_high,n_bootstrap,seed
mistral_7b,Mistral-7B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,wrong_follow_rate,0.084,0.06,0.108,1000,42
mistral_7b,Mistral-7B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,mean_p_wrong,0.1099301077740995,0.08715980015071288,0.13310091341693106,1000,42
mistral_7b,Mistral-7B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,accuracy,0.326,0.28595,0.366,1000,42
mistral_7b,Mistral-7B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,mean_p_correct,0.3105438302544251,0.2771872035798671,0.3446983000411129,1000,42
mistral_7b,Mistral-7B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,flattening_rate,0.0,0.0,0.0,1000,42
mistral_7b,Mistral-7B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,mean_KL_clean_projected,0.029971811002728138,0.02746145745940023,0.03270506906383759,1000,42
mistral_7b,Mistral-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,mean_alpha,0.25745999999999997,0.2271385,0.28955000000000003,1000,42
mistral_7b,Mistral-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,median_alpha,0.0,0.0,0.0,1000,42
mistral_7b,Mistral-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,mean_history_retention,0.74254,0.711575,0.771725,1000,42
mistral_7b,Mistral-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,fraction_alpha_le_050,0.714,0.674,0.754,1000,42
mistral_7b,Mistral-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,fraction_alpha_eq_1,0.0,0.0,0.0,1000,42
mistral_7b,Mistral-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,clean_like_rate,1.0,1.0,1.0,1000,42
mistral_7b,Mistral-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,wrong_follow_rate,0.102,0.076,0.13,1000,42
mistral_7b,Mistral-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,mean_p_wrong,0.10167180451752705,0.07571574765490832,0.1272911392534486,1000,42
mistral_7b,Mistral-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,accuracy,0.65,0.612,0.692,1000,42
mistral_7b,Mistral-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,mean_p_correct,0.6590982855556249,0.6177385992763806,0.6953062921448235,1000,42
mistral_7b,Mistral-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,flattening_rate,0.0,0.0,0.0,1000,42
mistral_7b,Mistral-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,mean_KL_clean_projected,0.015835420884672186,0.013824295987609246,0.018060510962617245,1000,42
mistral_7b,Mistral-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,mean_alpha,0.31762,0.28681,0.3476255,1000,42
mistral_7b,Mistral-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,median_alpha,0.27,0.04475000000000001,0.35,1000,42
mistral_7b,Mistral-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,mean_history_retention,0.6823800000000001,0.6541189999999999,0.71266,1000,42
mistral_7b,Mistral-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,fraction_alpha_le_050,0.698,0.656,0.738,1000,42
mistral_7b,Mistral-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,fraction_alpha_eq_1,0.002,0.0,0.006,1000,42
mistral_7b,Mistral-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,clean_like_rate,1.0,1.0,1.0,1000,42
mistral_7b,Mistral-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,wrong_follow_rate,0.102,0.07795,0.12804999999999997,1000,42
mistral_7b,Mistral-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,mean_p_wrong,0.11255155252344924,0.08882199520203093,0.138562623693859,1000,42
mistral_7b,Mistral-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,accuracy,0.65,0.608,0.69,1000,42
mistral_7b,Mistral-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,mean_p_correct,0.642842407651888,0.6073577633512647,0.6803728508605459,1000,42
mistral_7b,Mistral-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,flattening_rate,0.0,0.0,0.0,1000,42
mistral_7b,Mistral-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,mean_KL_clean_projected,0.019167568910474705,0.01711109201348817,0.021148424349103696,1000,42
qwen25_14b,Qwen2.5-14B,mmlu_pro,cctp_logit_linear_min_alpha,correct_pressure,mean_alpha,0.47644,0.43968050000000003,0.5172665,1000,42
qwen25_14b,Qwen2.5-14B,mmlu_pro,cctp_logit_linear_min_alpha,correct_pressure,median_alpha,0.555,0.415,0.67,1000,42
qwen25_14b,Qwen2.5-14B,mmlu_pro,cctp_logit_linear_min_alpha,correct_pressure,mean_history_retention,0.5235599999999999,0.487119,0.5618044999999999,1000,42
qwen25_14b,Qwen2.5-14B,mmlu_pro,cctp_logit_linear_min_alpha,correct_pressure,fraction_alpha_le_050,0.484,0.44,0.52805,1000,42
qwen25_14b,Qwen2.5-14B,mmlu_pro,cctp_logit_linear_min_alpha,correct_pressure,fraction_alpha_eq_1,0.02,0.01,0.032,1000,42
qwen25_14b,Qwen2.5-14B,mmlu_pro,cctp_logit_linear_min_alpha,correct_pressure,clean_like_rate,1.0,1.0,1.0,1000,42
qwen25_14b,Qwen2.5-14B,mmlu_pro,cctp_logit_linear_min_alpha,correct_pressure,wrong_follow_rate,0.084,0.061950000000000005,0.11004999999999995,1000,42
qwen25_14b,Qwen2.5-14B,mmlu_pro,cctp_logit_linear_min_alpha,correct_pressure,mean_p_wrong,0.08024270626280114,0.058241094373939664,0.10299080794511971,1000,42
qwen25_14b,Qwen2.5-14B,mmlu_pro,cctp_logit_linear_min_alpha,correct_pressure,accuracy,0.456,0.412,0.50205,1000,42
qwen25_14b,Qwen2.5-14B,mmlu_pro,cctp_logit_linear_min_alpha,correct_pressure,mean_p_correct,0.47428095718263147,0.4352425747999794,0.5178984498630966,1000,42
qwen25_14b,Qwen2.5-14B,mmlu_pro,cctp_logit_linear_min_alpha,correct_pressure,flattening_rate,0.0,0.0,0.0,1000,42
qwen25_14b,Qwen2.5-14B,mmlu_pro,cctp_logit_linear_min_alpha,correct_pressure,mean_KL_clean_projected,0.0270524631874837,0.024236650087885288,0.030177889030911707,1000,42
qwen25_14b,Qwen2.5-14B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,mean_alpha,0.4713,0.43601599999999996,0.5072355,1000,42
qwen25_14b,Qwen2.5-14B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,median_alpha,0.56,0.39,0.6401249999999999,1000,42
qwen25_14b,Qwen2.5-14B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,mean_history_retention,0.5287000000000001,0.49245900000000004,0.5649145,1000,42
qwen25_14b,Qwen2.5-14B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,fraction_alpha_le_050,0.486,0.446,0.53,1000,42
qwen25_14b,Qwen2.5-14B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,fraction_alpha_eq_1,0.024,0.012,0.04,1000,42
qwen25_14b,Qwen2.5-14B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,clean_like_rate,1.0,1.0,1.0,1000,42
qwen25_14b,Qwen2.5-14B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,wrong_follow_rate,0.084,0.06,0.10804999999999995,1000,42
qwen25_14b,Qwen2.5-14B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,mean_p_wrong,0.09329069658854004,0.07175863681490798,0.11725668586670054,1000,42
qwen25_14b,Qwen2.5-14B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,accuracy,0.456,0.41395,0.5,1000,42
qwen25_14b,Qwen2.5-14B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,mean_p_correct,0.4542983281388075,0.4119913791325659,0.4965592658018525,1000,42
qwen25_14b,Qwen2.5-14B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,flattening_rate,0.0,0.0,0.0,1000,42
qwen25_14b,Qwen2.5-14B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,mean_KL_clean_projected,0.02995837265282507,0.026957921273400215,0.03312048863601112,1000,42
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,mean_alpha,0.18656,0.15517850000000002,0.21682449999999998,1000,42
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,median_alpha,0.0,0.0,0.0,1000,42
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,mean_history_retention,0.81344,0.7804725,0.8425125000000001,1000,42
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,fraction_alpha_le_050,0.798,0.75995,0.834,1000,42
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,fraction_alpha_eq_1,0.01,0.002,0.02,1000,42
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,clean_like_rate,1.0,1.0,1.0,1000,42
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,wrong_follow_rate,0.078,0.056,0.102,1000,42
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,mean_p_wrong,0.07560959538495521,0.054519618770965936,0.09791575033623327,1000,42
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,accuracy,0.762,0.724,0.8,1000,42
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,mean_p_correct,0.7671625956838234,0.7317750115169941,0.8034723850035224,1000,42
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,flattening_rate,0.0,0.0,0.0,1000,42
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,mean_KL_clean_projected,0.011828505407748508,0.009769355630764961,0.014091102732268093,1000,42
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,mean_alpha,0.19816000000000003,0.166359,0.228383,1000,42
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,median_alpha,0.0,0.0,0.0,1000,42
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,mean_history_retention,0.80184,0.770415,0.8340405,1000,42
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,fraction_alpha_le_050,0.784,0.75,0.82005,1000,42
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,fraction_alpha_eq_1,0.008,0.002,0.016,1000,42
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,clean_like_rate,1.0,1.0,1.0,1000,42
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,wrong_follow_rate,0.078,0.054,0.102,1000,42
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,mean_p_wrong,0.0775236500740833,0.05754783183497383,0.09977096677433656,1000,42
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,accuracy,0.762,0.722,0.8,1000,42
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,mean_p_correct,0.7627503215426392,0.7258409572420123,0.7987300141053411,1000,42
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,flattening_rate,0.0,0.0,0.0,1000,42
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,mean_KL_clean_projected,0.011596740450538025,0.009327382908677259,0.013799956050805131,1000,42
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,cctp_logit_linear_min_alpha,correct_pressure,mean_alpha,0.67844,0.6463994999999999,0.7072435,1000,42
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,cctp_logit_linear_min_alpha,correct_pressure,median_alpha,0.83,0.81,0.85,1000,42
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,cctp_logit_linear_min_alpha,correct_pressure,mean_history_retention,0.32156,0.29191949999999994,0.34958600000000006,1000,42
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,cctp_logit_linear_min_alpha,correct_pressure,fraction_alpha_le_050,0.224,0.188,0.262,1000,42
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,cctp_logit_linear_min_alpha,correct_pressure,fraction_alpha_eq_1,0.018,0.008,0.03,1000,42
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,cctp_logit_linear_min_alpha,correct_pressure,clean_like_rate,1.0,1.0,1.0,1000,42
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,cctp_logit_linear_min_alpha,correct_pressure,wrong_follow_rate,0.082,0.06,0.10604999999999995,1000,42
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,cctp_logit_linear_min_alpha,correct_pressure,mean_p_wrong,0.08777046757574464,0.07061592753704729,0.10683579570061055,1000,42
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,cctp_logit_linear_min_alpha,correct_pressure,accuracy,0.278,0.236,0.314,1000,42
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,cctp_logit_linear_min_alpha,correct_pressure,mean_p_correct,0.31119983326732586,0.27546776225548286,0.3455899473625575,1000,42
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,cctp_logit_linear_min_alpha,correct_pressure,flattening_rate,0.0,0.0,0.0,1000,42
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,cctp_logit_linear_min_alpha,correct_pressure,mean_KL_clean_projected,0.03321154897419731,0.03008883313068924,0.036194756671756284,1000,42
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,mean_alpha,0.7183999999999999,0.6898200000000001,0.7457419999999999,1000,42
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,median_alpha,0.84,0.82,0.85,1000,42
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,mean_history_retention,0.2816,0.255438,0.30736050000000004,1000,42
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,fraction_alpha_le_050,0.166,0.136,0.2,1000,42
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,fraction_alpha_eq_1,0.018,0.008,0.03,1000,42
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,clean_like_rate,1.0,1.0,1.0,1000,42
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,wrong_follow_rate,0.082,0.06,0.108,1000,42
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,mean_p_wrong,0.11813795837099694,0.09764376435099757,0.1388051009690243,1000,42
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,accuracy,0.278,0.242,0.318,1000,42
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,mean_p_correct,0.26785743169229737,0.23574168071885312,0.30133670430552667,1000,42
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,flattening_rate,0.0,0.0,0.0,1000,42
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,mean_KL_clean_projected,0.027964721961889514,0.0252580803427654,0.030753300295786132,1000,42
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,mean_alpha,0.38351999999999997,0.3479785,0.41804099999999994,1000,42
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,median_alpha,0.21,0.0,0.43,1000,42
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,mean_history_retention,0.6164799999999999,0.5811985000000001,0.6522205,1000,42
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,fraction_alpha_le_050,0.564,0.522,0.608,1000,42
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,fraction_alpha_eq_1,0.006,0.0,0.014,1000,42
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,clean_like_rate,1.0,1.0,1.0,1000,42
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,wrong_follow_rate,0.162,0.13,0.196,1000,42
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,mean_p_wrong,0.16081438194785438,0.13334467746456938,0.18870640295552854,1000,42
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,accuracy,0.48,0.43395,0.522,1000,42
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,mean_p_correct,0.48907718196041744,0.44985549472705655,0.5279527481570495,1000,42
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,flattening_rate,0.0,0.0,0.0,1000,42
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,mean_KL_clean_projected,0.026336323593078945,0.023614224828156217,0.029431916656500145,1000,42
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,mean_alpha,0.52728,0.49484000000000006,0.5574804999999999,1000,42
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,median_alpha,0.63,0.59,0.665,1000,42
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,mean_history_retention,0.47272,0.4422725,0.5019204999999999,1000,42
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,fraction_alpha_le_050,0.376,0.332,0.42,1000,42
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,fraction_alpha_eq_1,0.006,0.0,0.014,1000,42
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,clean_like_rate,1.0,1.0,1.0,1000,42
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,wrong_follow_rate,0.162,0.13,0.194,1000,42
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,mean_p_wrong,0.18163668556445034,0.15249805514668627,0.21025616179013817,1000,42
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,accuracy,0.48,0.438,0.524,1000,42
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,mean_p_correct,0.4638154895374488,0.41981343889425876,0.5059883897797445,1000,42
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,flattening_rate,0.0,0.0,0.0,1000,42
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,mean_KL_clean_projected,0.02809062503453351,0.025685710636598275,0.030717671287133864,1000,42
qwen25_7b,Qwen2.5-7B,mmlu_pro,cctp_logit_linear_min_alpha,correct_pressure,mean_alpha,0.5255799999999999,0.48892149999999995,0.5623425,1000,42
qwen25_7b,Qwen2.5-7B,mmlu_pro,cctp_logit_linear_min_alpha,correct_pressure,median_alpha,0.71,0.64,0.77,1000,42
qwen25_7b,Qwen2.5-7B,mmlu_pro,cctp_logit_linear_min_alpha,correct_pressure,mean_history_retention,0.47442,0.4356845,0.5132185000000001,1000,42
qwen25_7b,Qwen2.5-7B,mmlu_pro,cctp_logit_linear_min_alpha,correct_pressure,fraction_alpha_le_050,0.402,0.36195,0.44204999999999994,1000,42
qwen25_7b,Qwen2.5-7B,mmlu_pro,cctp_logit_linear_min_alpha,correct_pressure,fraction_alpha_eq_1,0.014,0.004,0.024,1000,42
qwen25_7b,Qwen2.5-7B,mmlu_pro,cctp_logit_linear_min_alpha,correct_pressure,clean_like_rate,1.0,1.0,1.0,1000,42
qwen25_7b,Qwen2.5-7B,mmlu_pro,cctp_logit_linear_min_alpha,correct_pressure,wrong_follow_rate,0.084,0.06,0.108,1000,42
qwen25_7b,Qwen2.5-7B,mmlu_pro,cctp_logit_linear_min_alpha,correct_pressure,mean_p_wrong,0.07748434651452477,0.05660636533264132,0.09797958536779879,1000,42
qwen25_7b,Qwen2.5-7B,mmlu_pro,cctp_logit_linear_min_alpha,correct_pressure,accuracy,0.424,0.38,0.468,1000,42
qwen25_7b,Qwen2.5-7B,mmlu_pro,cctp_logit_linear_min_alpha,correct_pressure,mean_p_correct,0.4459294121304314,0.4036559297246565,0.48288333765787406,1000,42
qwen25_7b,Qwen2.5-7B,mmlu_pro,cctp_logit_linear_min_alpha,correct_pressure,flattening_rate,0.0,0.0,0.0,1000,42
qwen25_7b,Qwen2.5-7B,mmlu_pro,cctp_logit_linear_min_alpha,correct_pressure,mean_KL_clean_projected,0.03356481247660805,0.030302214629293972,0.03695217083365583,1000,42
qwen25_7b,Qwen2.5-7B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,mean_alpha,0.5500200000000001,0.5125905000000001,0.5861204999999999,1000,42
qwen25_7b,Qwen2.5-7B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,median_alpha,0.725,0.65,0.775125,1000,42
qwen25_7b,Qwen2.5-7B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,mean_history_retention,0.44998,0.416796,0.486521,1000,42
qwen25_7b,Qwen2.5-7B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,fraction_alpha_le_050,0.372,0.32995,0.414,1000,42
qwen25_7b,Qwen2.5-7B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,fraction_alpha_eq_1,0.014,0.004,0.026,1000,42
qwen25_7b,Qwen2.5-7B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,clean_like_rate,1.0,1.0,1.0,1000,42
qwen25_7b,Qwen2.5-7B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,wrong_follow_rate,0.084,0.062,0.108,1000,42
qwen25_7b,Qwen2.5-7B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,mean_p_wrong,0.09078610891338748,0.06995060300226469,0.11269287326273389,1000,42
qwen25_7b,Qwen2.5-7B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,accuracy,0.424,0.382,0.466,1000,42
qwen25_7b,Qwen2.5-7B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,mean_p_correct,0.42219902133604914,0.3811022308569985,0.46104126068171014,1000,42
qwen25_7b,Qwen2.5-7B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,flattening_rate,0.0,0.0,0.0,1000,42
qwen25_7b,Qwen2.5-7B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,mean_KL_clean_projected,0.03276156151087152,0.02951342637140392,0.03588887595271759,1000,42
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,mean_alpha,0.27536,0.24029450000000002,0.3090779999999999,1000,42
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,median_alpha,0.0,0.0,0.0,1000,42
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,mean_history_retention,0.72464,0.6894355000000001,0.7590105,1000,42
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,fraction_alpha_le_050,0.68,0.64,0.72205,1000,42
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,fraction_alpha_eq_1,0.014,0.004,0.026,1000,42
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,clean_like_rate,1.0,1.0,1.0,1000,42
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,wrong_follow_rate,0.102,0.078,0.128,1000,42
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,mean_p_wrong,0.09627258293344265,0.0719501996819984,0.1197037120441394,1000,42
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,accuracy,0.7,0.658,0.738,1000,42
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,mean_p_correct,0.7086283934118701,0.671358257467175,0.743861435536551,1000,42
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,flattening_rate,0.0,0.0,0.0,1000,42
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,mean_KL_clean_projected,0.01656538533184886,0.014094149386702408,0.019035196194496434,1000,42
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,mean_alpha,0.27191999999999994,0.23814549999999998,0.3051425,1000,42
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,median_alpha,0.0,0.0,0.0,1000,42
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,mean_history_retention,0.72808,0.690759,0.7617625,1000,42
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,fraction_alpha_le_050,0.698,0.65595,0.74005,1000,42
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,fraction_alpha_eq_1,0.016,0.006,0.028,1000,42
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,clean_like_rate,1.0,1.0,1.0,1000,42
