model_key,model,dataset,condition,pressure_type,clean_like_rate,wrong_follow_rate,mean_p_wrong,accuracy,mean_p_correct,mean_entropy,mean_max_prob,flattening_rate
mistral_7b,Mistral-7B,mmlu_pro,fresh_context_deletion,wrong_pressure,1.0,0.084,0.09074530212072882,0.326,0.3177529340772985,0.40338259323253545,0.8437698901385688,0.0
mistral_7b,Mistral-7B,mmlu_pro,ordinary_reset,correct_pressure,0.198,0.008,0.009874439083084156,0.904,0.891977545043678,0.05804374279365521,0.9809664555931852,0.056
mistral_7b,Mistral-7B,mmlu_pro,ordinary_reset,wrong_pressure,0.12,0.756,0.749956732305999,0.09,0.09084874490613813,0.0805316768147511,0.9709155581073731,0.078
mistral_7b,Mistral-7B,truthfulqa_mc,cctp_geometric_prob_min_alpha,correct_pressure,1.0,0.102,0.10167180451752705,0.65,0.6590982855556249,0.1112084768994993,0.9629931343713469,0.0
mistral_7b,Mistral-7B,truthfulqa_mc,cctp_geometric_prob_min_alpha,wrong_pressure,1.0,0.102,0.11255155252344924,0.65,0.642842407651888,0.1374191484326162,0.9565911079494761,0.0
mistral_7b,Mistral-7B,truthfulqa_mc,cctp_kl_projection_tau_005,correct_pressure,1.0,0.098,0.10066418785661901,0.658,0.6625278299864481,0.1343366051171444,0.9531576167126766,0.3
mistral_7b,Mistral-7B,truthfulqa_mc,cctp_kl_projection_tau_005,wrong_pressure,1.0,0.104,0.11664192078709197,0.65,0.6398824123439033,0.16877918020461533,0.9446560417773626,0.46
mistral_7b,Mistral-7B,truthfulqa_mc,cctp_kl_projection_tau_010,correct_pressure,1.0,0.098,0.09762334835537936,0.662,0.6716859024044065,0.1671414993776407,0.9407032043940325,0.324
mistral_7b,Mistral-7B,truthfulqa_mc,cctp_kl_projection_tau_010,wrong_pressure,1.0,0.108,0.12655489150027688,0.646,0.6309441326305968,0.22143095760112114,0.9253777369255597,0.488
mistral_7b,Mistral-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,1.0,0.102,0.10167180451752705,0.65,0.6590982855556249,0.11120847689949931,0.9629931343713469,0.0
mistral_7b,Mistral-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,1.0,0.102,0.11255155252344924,0.65,0.642842407651888,0.1374191484326162,0.9565911079494761,0.0
mistral_7b,Mistral-7B,truthfulqa_mc,cctp_prob_linear_min_alpha,correct_pressure,1.0,0.102,0.10128251142777844,0.65,0.6609543111287506,0.11248977803599809,0.9620526479208916,0.0
mistral_7b,Mistral-7B,truthfulqa_mc,cctp_prob_linear_min_alpha,wrong_pressure,1.0,0.102,0.11438192026428852,0.65,0.6415709776722766,0.13881125127347452,0.9561640424795362,0.0
mistral_7b,Mistral-7B,truthfulqa_mc,cctp_tube_loose,correct_pressure,1.0,0.102,0.10016374684954897,0.65,0.6638387059689825,0.12383306093646027,0.9580739118775925,0.302
mistral_7b,Mistral-7B,truthfulqa_mc,cctp_tube_loose,wrong_pressure,1.0,0.102,0.11670762160999885,0.65,0.6398744968294748,0.15934988858865257,0.9491511265738493,0.466
mistral_7b,Mistral-7B,truthfulqa_mc,cctp_tube_main,correct_pressure,1.0,0.102,0.10167180451752705,0.65,0.6590982855556249,0.11120847689949931,0.9629931343713469,0.0
mistral_7b,Mistral-7B,truthfulqa_mc,cctp_tube_main,wrong_pressure,1.0,0.102,0.11255155252344924,0.65,0.642842407651888,0.1374191484326162,0.9565911079494761,0.0
mistral_7b,Mistral-7B,truthfulqa_mc,cctp_tube_strict,correct_pressure,1.0,0.102,0.10274180531356672,0.65,0.655908247732477,0.09938037655815901,0.965939835800429,0.0
mistral_7b,Mistral-7B,truthfulqa_mc,cctp_tube_strict,wrong_pressure,1.0,0.102,0.10956701913322879,0.65,0.6455112612745761,0.11692512325768575,0.961966687668021,0.0
mistral_7b,Mistral-7B,truthfulqa_mc,fresh_context_deletion,correct_pressure,1.0,0.102,0.10493169119788995,0.65,0.6497950458048972,0.07876597178247635,0.9675391874868995,0.0
mistral_7b,Mistral-7B,truthfulqa_mc,fresh_context_deletion,wrong_pressure,1.0,0.102,0.10493169119788995,0.65,0.6497950458048972,0.07876597178247635,0.9675391874868995,0.0
mistral_7b,Mistral-7B,truthfulqa_mc,ordinary_reset,correct_pressure,0.606,0.038,0.04167547609990232,0.844,0.8396447631149979,0.07846574419645101,0.9681201178376054,0.098
mistral_7b,Mistral-7B,truthfulqa_mc,ordinary_reset,wrong_pressure,0.452,0.368,0.3519581999484691,0.432,0.43857751096053416,0.10183698053849993,0.9619382229935118,0.15
qwen25_14b,Qwen2.5-14B,mmlu_pro,cctp_geometric_prob_min_alpha,correct_pressure,1.0,0.084,0.08021113540817598,0.456,0.47460295710087236,0.22252521703094033,0.9190217669265704,0.0
qwen25_14b,Qwen2.5-14B,mmlu_pro,cctp_geometric_prob_min_alpha,wrong_pressure,1.0,0.084,0.09331159282784598,0.456,0.4542403861966294,0.22565733500814336,0.9195959436596832,0.0
qwen25_14b,Qwen2.5-14B,mmlu_pro,cctp_kl_projection_tau_005,correct_pressure,1.0,0.08,0.07966611906700465,0.47,0.4801976836089507,0.25183686730731175,0.9049272609742414,0.312
qwen25_14b,Qwen2.5-14B,mmlu_pro,cctp_kl_projection_tau_005,wrong_pressure,1.0,0.088,0.09616336298665183,0.46,0.4537500061654868,0.2534352924172692,0.905814066796673,0.32
qwen25_14b,Qwen2.5-14B,mmlu_pro,cctp_kl_projection_tau_010,correct_pressure,1.0,0.08,0.0764507887222824,0.47,0.49498094437128765,0.28158658862895686,0.8925898738210397,0.374
qwen25_14b,Qwen2.5-14B,mmlu_pro,cctp_kl_projection_tau_010,wrong_pressure,1.0,0.09,0.10499955225569861,0.452,0.44979328940155855,0.28609263383142625,0.8929960641191635,0.392
qwen25_14b,Qwen2.5-14B,mmlu_pro,cctp_logit_linear_min_alpha,correct_pressure,1.0,0.084,0.08024270626280114,0.456,0.47428095718263147,0.2208900564036998,0.9197622700997615,0.0
qwen25_14b,Qwen2.5-14B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,1.0,0.084,0.09329069658854004,0.456,0.4542983281388075,0.2243262052431785,0.9200631447594123,0.0
qwen25_14b,Qwen2.5-14B,mmlu_pro,cctp_prob_linear_min_alpha,correct_pressure,1.0,0.084,0.08040208780748032,0.456,0.4799622364744006,0.23759684259276845,0.9141385524240534,0.0
qwen25_14b,Qwen2.5-14B,mmlu_pro,cctp_prob_linear_min_alpha,wrong_pressure,1.0,0.084,0.09845736471310862,0.456,0.45270206210745667,0.24181901259351563,0.9144236200351197,0.0
qwen25_14b,Qwen2.5-14B,mmlu_pro,cctp_tube_loose,correct_pressure,1.0,0.084,0.07855011259079472,0.456,0.48355871021203617,0.23387763092398592,0.9134537779142475,0.314
qwen25_14b,Qwen2.5-14B,mmlu_pro,cctp_tube_loose,wrong_pressure,1.0,0.084,0.09925508907544005,0.456,0.4522388448571127,0.2394791917809076,0.9132606923603345,0.354
qwen25_14b,Qwen2.5-14B,mmlu_pro,cctp_tube_main,correct_pressure,1.0,0.084,0.08024270626280114,0.456,0.47428095718263147,0.2208900564036998,0.9197622700997615,0.0
qwen25_14b,Qwen2.5-14B,mmlu_pro,cctp_tube_main,wrong_pressure,1.0,0.084,0.09329069658854004,0.456,0.4542983281388075,0.2243262052431785,0.9200631447594123,0.0
qwen25_14b,Qwen2.5-14B,mmlu_pro,cctp_tube_strict,correct_pressure,1.0,0.084,0.081609557611628,0.456,0.4683078928049173,0.2112368044122744,0.922539194781055,0.0
qwen25_14b,Qwen2.5-14B,mmlu_pro,cctp_tube_strict,wrong_pressure,1.0,0.084,0.08962158328726105,0.456,0.45587525780800275,0.21314087767816553,0.923027163231579,0.0
qwen25_14b,Qwen2.5-14B,mmlu_pro,fresh_context_deletion,correct_pressure,1.0,0.084,0.08411410963399409,0.456,0.45798619583290384,0.2075948908700779,0.9175657102947384,0.0
qwen25_14b,Qwen2.5-14B,mmlu_pro,fresh_context_deletion,wrong_pressure,1.0,0.084,0.08411410963399409,0.456,0.45798619583290384,0.2075948908700779,0.9175657102947384,0.0
qwen25_14b,Qwen2.5-14B,mmlu_pro,ordinary_reset,correct_pressure,0.4,0.028,0.028857610641311197,0.804,0.8005800891873932,0.037961243923534636,0.9841514544887219,0.048
qwen25_14b,Qwen2.5-14B,mmlu_pro,ordinary_reset,wrong_pressure,0.366,0.358,0.35622008714054504,0.36,0.359490379972621,0.061084775293304375,0.9755509152198181,0.094
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,cctp_geometric_prob_min_alpha,correct_pressure,1.0,0.078,0.0754828911989319,0.762,0.7671487762395642,0.06394263159050116,0.9777994513293865,0.0
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,cctp_geometric_prob_min_alpha,wrong_pressure,1.0,0.078,0.07751241526801099,0.762,0.7626861816485945,0.065370469953348,0.9773345710136262,0.0
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,cctp_kl_projection_tau_005,correct_pressure,1.0,0.076,0.07457175511514817,0.768,0.7688528432152746,0.07599132424097112,0.9716346794195837,0.144
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,cctp_kl_projection_tau_005,wrong_pressure,1.0,0.078,0.07764653789226147,0.764,0.7620757174318638,0.07850739728592325,0.9704102531883311,0.154
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,cctp_kl_projection_tau_010,correct_pressure,1.0,0.078,0.0738293602337932,0.766,0.7710895104483386,0.08922907042726806,0.9658684001945962,0.168
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,cctp_kl_projection_tau_010,wrong_pressure,1.0,0.078,0.07905279323484295,0.766,0.7611006415340416,0.09473358311333589,0.9631434976135889,0.182
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,1.0,0.078,0.07560959538495521,0.762,0.7671625956838234,0.06371883543633004,0.9779941756109317,0.0
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,1.0,0.078,0.0775236500740833,0.762,0.7627503215426392,0.06555911697220353,0.9773150050108125,0.0
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,cctp_prob_linear_min_alpha,correct_pressure,1.0,0.078,0.07549061467280717,0.762,0.7674669820674321,0.066592149956643,0.9771950601632994,0.0
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,cctp_prob_linear_min_alpha,wrong_pressure,1.0,0.078,0.07799828088427323,0.762,0.7630609557862656,0.07014870677737108,0.9758012496048664,0.0
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,cctp_tube_loose,correct_pressure,1.0,0.078,0.07533195289366479,0.762,0.7684033650761306,0.0695917905756708,0.9750844749431358,0.146
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,cctp_tube_loose,wrong_pressure,1.0,0.078,0.07828311097864114,0.762,0.7616705458261622,0.0730745942216942,0.9736911704667247,0.144
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,cctp_tube_main,correct_pressure,1.0,0.078,0.07560959538495521,0.762,0.7671625956838234,0.06371883543633004,0.9779941756109317,0.0
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,cctp_tube_main,wrong_pressure,1.0,0.078,0.0775236500740833,0.762,0.7627503215426392,0.06555911697220353,0.9773150050108125,0.0
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,cctp_tube_strict,correct_pressure,1.0,0.078,0.07586038230039754,0.762,0.7659734944193756,0.05873443088018307,0.9795183873264275,0.0
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,cctp_tube_strict,wrong_pressure,1.0,0.078,0.077014428395832,0.762,0.7631908043311327,0.05950492987658481,0.9791802893750764,0.0
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,fresh_context_deletion,correct_pressure,1.0,0.078,0.0760056316692018,0.762,0.7638977684016972,0.054430648920848854,0.9786185337915968,0.0
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,fresh_context_deletion,wrong_pressure,1.0,0.078,0.0760056316692018,0.762,0.7638977684016972,0.054430648920848854,0.9786185337915968,0.0
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,ordinary_reset,correct_pressure,0.752,0.052,0.050259500991456874,0.818,0.8209907435470776,0.017742457177770243,0.9926698742127262,0.028
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,ordinary_reset,wrong_pressure,0.742,0.114,0.11270330468859475,0.738,0.7371876105987033,0.014697125509279506,0.9943077718682377,0.016
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,cctp_geometric_prob_min_alpha,correct_pressure,1.0,0.082,0.08776999345292984,0.278,0.3112016881294081,0.6963021028377452,0.7541142705224663,0.0
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,cctp_geometric_prob_min_alpha,wrong_pressure,1.0,0.082,0.11813686288968943,0.278,0.26785756170021263,0.7380927639138615,0.7402114491181518,0.0
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,cctp_kl_projection_tau_005,correct_pressure,1.0,0.082,0.08753178333053556,0.332,0.32093018596201767,0.7650480118810022,0.7288616078261412,0.446
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,cctp_kl_projection_tau_005,wrong_pressure,1.0,0.114,0.13113670512003434,0.28,0.26191836743460245,0.8132383546059527,0.7120474947432832,0.558
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,cctp_kl_projection_tau_010,correct_pressure,1.0,0.084,0.08464145029717425,0.358,0.34711808267913397,0.8024720356869786,0.7163235417569597,0.494
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,cctp_kl_projection_tau_010,wrong_pressure,1.0,0.138,0.15665733393193057,0.278,0.25325705751081107,0.8727094649804792,0.6896718067182337,0.636
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,cctp_logit_linear_min_alpha,correct_pressure,1.0,0.082,0.08777046757574464,0.278,0.31119983326732586,0.6962965787493668,0.7541112294297543,0.0
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,1.0,0.082,0.11813795837099694,0.278,0.26785743169229737,0.7380931607004191,0.740210101359275,0.0
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,cctp_prob_linear_min_alpha,correct_pressure,1.0,0.082,0.08614950448684339,0.278,0.32632996616159066,0.7025149086438811,0.7522261719252451,0.0
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,cctp_prob_linear_min_alpha,wrong_pressure,1.0,0.082,0.1353983707995573,0.278,0.26616703278116743,0.7445877509907022,0.7375114012045778,0.0
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,cctp_tube_loose,correct_pressure,1.0,0.082,0.08598524386046119,0.278,0.32827112109092976,0.7069882592441952,0.7456307360467226,0.456
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,cctp_tube_loose,wrong_pressure,1.0,0.082,0.1337284767888284,0.278,0.2635929095334603,0.7649040126516061,0.7255151149593759,0.592
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,cctp_tube_main,correct_pressure,1.0,0.082,0.08777046757574464,0.278,0.31119983326732586,0.6962965787493668,0.7541112294297543,0.0
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,cctp_tube_main,wrong_pressure,1.0,0.082,0.11813795837099694,0.278,0.26785743169229737,0.7380931607004191,0.740210101359275,0.0
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,cctp_tube_strict,correct_pressure,1.0,0.082,0.08915353068634874,0.278,0.299450648682316,0.6864894641696453,0.7578665711605233,0.0
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,cctp_tube_strict,wrong_pressure,1.0,0.082,0.10881510745079427,0.278,0.27062596495081204,0.7150506065622796,0.7482100481353084,0.0
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,fresh_context_deletion,correct_pressure,1.0,0.082,0.09222486390421798,0.278,0.2744864559344435,0.6824651601460217,0.7532557468656642,0.0
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,fresh_context_deletion,wrong_pressure,1.0,0.082,0.09222486390421798,0.278,0.2744864559344435,0.6824651601460217,0.7532557468656642,0.0
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,ordinary_reset,correct_pressure,0.164,0.02,0.023677715176241412,0.848,0.8289204175942171,0.1675773263310424,0.951578503563234,0.07
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,ordinary_reset,wrong_pressure,0.106,0.746,0.7184278881556565,0.094,0.0978464312758756,0.20086966862182645,0.9377574926890886,0.108
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,relabel_shuffle,wrong_pressure,0.14,0.1,0.10621102142861412,0.29,0.29244434949374015,0.7656601924063497,0.72090359741384,0.39
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,cctp_geometric_prob_min_alpha,correct_pressure,1.0,0.162,0.16081438195920839,0.48,0.48907718198621075,0.2256429900818641,0.9195985415171269,0.0
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,cctp_geometric_prob_min_alpha,wrong_pressure,1.0,0.162,0.18163668558304938,0.48,0.46381548952616525,0.27882099756607526,0.9056373691323804,0.0
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,cctp_kl_projection_tau_005,correct_pressure,1.0,0.16,0.1595085276933492,0.492,0.49396827018357864,0.26136703188087507,0.9041344009222828,0.3
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,cctp_kl_projection_tau_005,wrong_pressure,1.0,0.168,0.19136855543674727,0.484,0.45677291307070506,0.33379415852764943,0.8843096376101239,0.572
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,cctp_kl_projection_tau_010,correct_pressure,1.0,0.158,0.15694889980411192,0.504,0.5020378738011716,0.2840121568475861,0.8945537749787853,0.324
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,cctp_kl_projection_tau_010,wrong_pressure,1.0,0.17,0.21050685054986798,0.488,0.44129887213706803,0.39693271740159675,0.8605146011505366,0.604
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,1.0,0.162,0.16081438194785438,0.48,0.48907718196041744,0.22564298990038656,0.9195985415583154,0.0
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,1.0,0.162,0.18163668556445034,0.48,0.4638154895374488,0.27882099732227095,0.9056373692848968,0.0
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,cctp_prob_linear_min_alpha,correct_pressure,1.0,0.162,0.16066575100165992,0.48,0.4911746034032515,0.22901861979751084,0.9181322601098324,0.0
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,cctp_prob_linear_min_alpha,wrong_pressure,1.0,0.162,0.18731465138769254,0.48,0.4638969458032059,0.2836081471810206,0.9035496808515511,0.0
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,cctp_tube_loose,correct_pressure,1.0,0.162,0.1594865774131093,0.48,0.49357961489637137,0.23501127144718198,0.9138556349139251,0.29
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,cctp_tube_loose,wrong_pressure,1.0,0.162,0.19020017398437933,0.48,0.457236301533785,0.306494738370738,0.8944245582658686,0.574
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,cctp_tube_main,correct_pressure,1.0,0.162,0.16081438194785438,0.48,0.48907718196041744,0.22564298990038656,0.9195985415583154,0.0
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,cctp_tube_main,wrong_pressure,1.0,0.162,0.18163668556445034,0.48,0.4638154895374488,0.27882099732227095,0.9056373692848968,0.0
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,cctp_tube_strict,correct_pressure,1.0,0.162,0.1618601457984107,0.48,0.486090717334816,0.2190999968451733,0.9217661831695124,0.0
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,cctp_tube_strict,wrong_pressure,1.0,0.162,0.17549950243058124,0.48,0.4691050637274515,0.25499523482858866,0.9124847992069335,0.0
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,fresh_context_deletion,correct_pressure,1.0,0.162,0.16470971796451375,0.48,0.4788216608800248,0.22006861337296346,0.9164155664497319,0.0
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,fresh_context_deletion,wrong_pressure,1.0,0.162,0.16470971796451375,0.48,0.4788216608800248,0.22006861337296346,0.9164155664497319,0.0
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,ordinary_reset,correct_pressure,0.468,0.124,0.11985248701498298,0.628,0.6300417785472956,0.11090447594575333,0.9600687610834059,0.108
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,ordinary_reset,wrong_pressure,0.244,0.596,0.5959778070783819,0.17,0.16945526817932577,0.13929967472488006,0.9490984941405815,0.166
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,relabel_shuffle,wrong_pressure,0.46,0.17,0.18233298970338827,0.52,0.5069267573503111,0.2235960508811131,0.9198773270063644,0.24
qwen25_7b,Qwen2.5-7B,mmlu_pro,cctp_geometric_prob_min_alpha,correct_pressure,1.0,0.084,0.07748419156449154,0.424,0.4459284747301049,0.2966444457643427,0.8887833658957165,0.0
qwen25_7b,Qwen2.5-7B,mmlu_pro,cctp_geometric_prob_min_alpha,wrong_pressure,1.0,0.084,0.09078274113430843,0.424,0.4222028336661342,0.31249001226429823,0.8860277772022548,0.0
qwen25_7b,Qwen2.5-7B,mmlu_pro,cctp_kl_projection_tau_005,correct_pressure,1.0,0.078,0.07561763042319566,0.444,0.4514693770655431,0.32856037893587975,0.873359313002628,0.264
qwen25_7b,Qwen2.5-7B,mmlu_pro,cctp_kl_projection_tau_005,wrong_pressure,1.0,0.086,0.09316190044177881,0.428,0.42017573435656985,0.3462885107830885,0.8693490025621163,0.314
qwen25_7b,Qwen2.5-7B,mmlu_pro,cctp_kl_projection_tau_010,correct_pressure,1.0,0.078,0.07294573627976438,0.454,0.46598392722297793,0.3472511361779975,0.8658473170554168,0.314
qwen25_7b,Qwen2.5-7B,mmlu_pro,cctp_kl_projection_tau_010,wrong_pressure,1.0,0.09,0.10225441485773791,0.43,0.41582903458608267,0.3768071403007676,0.858450505555861,0.396
qwen25_7b,Qwen2.5-7B,mmlu_pro,cctp_logit_linear_min_alpha,correct_pressure,1.0,0.084,0.07748434651452477,0.424,0.4459294121304314,0.296634691818889,0.8887997133997224,0.0
qwen25_7b,Qwen2.5-7B,mmlu_pro,cctp_logit_linear_min_alpha,wrong_pressure,1.0,0.084,0.09078610891338748,0.424,0.42219902133604914,0.3124756612832289,0.8860501947082473,0.0
qwen25_7b,Qwen2.5-7B,mmlu_pro,cctp_prob_linear_min_alpha,correct_pressure,1.0,0.084,0.07825027644752484,0.424,0.44941727073080323,0.3078356245924451,0.8838771293864891,0.0
qwen25_7b,Qwen2.5-7B,mmlu_pro,cctp_prob_linear_min_alpha,wrong_pressure,1.0,0.084,0.09500803362692815,0.424,0.4209729095432307,0.3282501759479147,0.8799416111268206,0.0
qwen25_7b,Qwen2.5-7B,mmlu_pro,cctp_tube_loose,correct_pressure,1.0,0.084,0.07588302185677287,0.424,0.45642381784043023,0.30307305390912104,0.8823193918814576,0.288
qwen25_7b,Qwen2.5-7B,mmlu_pro,cctp_tube_loose,wrong_pressure,1.0,0.084,0.09726725065408764,0.424,0.419685594434276,0.3242959925231698,0.8787521472794454,0.356
qwen25_7b,Qwen2.5-7B,mmlu_pro,cctp_tube_main,correct_pressure,1.0,0.084,0.07748434651452477,0.424,0.4459294121304314,0.296634691818889,0.8887997133997224,0.0
qwen25_7b,Qwen2.5-7B,mmlu_pro,cctp_tube_main,wrong_pressure,1.0,0.084,0.09078610891338748,0.424,0.42219902133604914,0.3124756612832289,0.8860501947082473,0.0
qwen25_7b,Qwen2.5-7B,mmlu_pro,cctp_tube_strict,correct_pressure,1.0,0.084,0.07862558013703466,0.424,0.4391526387840031,0.2926798762756442,0.8905687697652922,0.0
qwen25_7b,Qwen2.5-7B,mmlu_pro,cctp_tube_strict,wrong_pressure,1.0,0.084,0.086999331626373,0.424,0.42352318753048135,0.3032496413103757,0.8886822442642733,0.0
qwen25_7b,Qwen2.5-7B,mmlu_pro,fresh_context_deletion,correct_pressure,1.0,0.084,0.0806055196700934,0.424,0.4257269521792805,0.30289211215111617,0.8813293909865849,0.0
qwen25_7b,Qwen2.5-7B,mmlu_pro,fresh_context_deletion,wrong_pressure,1.0,0.084,0.0806055196700934,0.424,0.4257269521792805,0.30289211215111617,0.8813293909865849,0.0
qwen25_7b,Qwen2.5-7B,mmlu_pro,ordinary_reset,correct_pressure,0.356,0.034,0.03442010496237903,0.728,0.7257536707285074,0.017508638231316705,0.9951134183923922,0.02
qwen25_7b,Qwen2.5-7B,mmlu_pro,ordinary_reset,wrong_pressure,0.306,0.344,0.3425486287853029,0.306,0.3066716499963202,0.03229980793052132,0.9880170780244186,0.038
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,cctp_geometric_prob_min_alpha,correct_pressure,1.0,0.102,0.09627258293239546,0.7,0.7086283923787056,0.09730193478674597,0.9653359575246044,0.0
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,cctp_geometric_prob_min_alpha,wrong_pressure,1.0,0.102,0.09792954498510689,0.7,0.704011803390162,0.09929717521392306,0.9650094963171012,0.0
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,cctp_kl_projection_tau_005,correct_pressure,1.0,0.098,0.09510641710488094,0.708,0.7111461280764381,0.11497596640427477,0.9569586911455308,0.198
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,cctp_kl_projection_tau_005,wrong_pressure,1.0,0.1,0.09699621834344635,0.702,0.7052206632553353,0.11703679672591392,0.9565369298044193,0.218
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,cctp_kl_projection_tau_010,correct_pressure,1.0,0.1,0.0941229951281345,0.708,0.7133200058001896,0.13303547443574548,0.9499214140898387,0.226
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,cctp_kl_projection_tau_010,wrong_pressure,1.0,0.1,0.0977714634012535,0.706,0.7032861202924068,0.13628332456748396,0.9488376700219191,0.24
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,correct_pressure,1.0,0.102,0.09627258293344265,0.7,0.7086283934118701,0.09730192229980798,0.9653359585577699,0.0
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,1.0,0.102,0.0979295449849944,0.7,0.7040118037333195,0.09929717031537266,0.9650094966604288,0.0
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,cctp_prob_linear_min_alpha,correct_pressure,1.0,0.102,0.09594821009125894,0.7,0.7094691825346477,0.10100763883215222,0.9634652797643785,0.0
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,cctp_prob_linear_min_alpha,wrong_pressure,1.0,0.102,0.09844207738751644,0.7,0.7044109599476224,0.10035532334160781,0.9645797344811801,0.0
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,cctp_tube_loose,correct_pressure,1.0,0.102,0.09642382524567537,0.7,0.7101458638415127,0.10360129961348619,0.962086699230563,0.208
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,cctp_tube_loose,wrong_pressure,1.0,0.102,0.09849702400983795,0.7,0.7034000631753121,0.10626562327963017,0.9615965464355548,0.224
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,cctp_tube_main,correct_pressure,1.0,0.102,0.09627258293344265,0.7,0.7086283934118701,0.09730192229980798,0.9653359585577699,0.0
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,cctp_tube_main,wrong_pressure,1.0,0.102,0.0979295449849944,0.7,0.7040118037333195,0.09929717031537266,0.9650094966604288,0.0
