model_key,model,dataset,pressure_type,condition,alpha_bucket,n_items,clean_like_rate,wrong_follow_rate,mean_p_wrong,accuracy,mean_p_correct
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,correct_pressure,cctp_logit_linear_min_alpha,alpha_000,82,1.0,0.024390243902439025,0.02458809087594438,0.7682926829268293,0.7662101302799307
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,correct_pressure,cctp_logit_linear_min_alpha,alpha_001_010,2,1.0,0.0,6.218240176350707e-05,1.0,0.9971631012185938
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,correct_pressure,cctp_logit_linear_min_alpha,alpha_011_025,7,1.0,0.0,0.0006498679532016157,0.42857142857142855,0.427308818411433
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,correct_pressure,cctp_logit_linear_min_alpha,alpha_026_050,21,1.0,0.14285714285714285,0.13131011709506454,0.42857142857142855,0.43820025816904035
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,correct_pressure,cctp_logit_linear_min_alpha,alpha_051_075,63,1.0,0.09523809523809523,0.10769480634754074,0.36507936507936506,0.3485867172857634
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,correct_pressure,cctp_logit_linear_min_alpha,alpha_076_099,316,1.0,0.0949367088607595,0.10108030791602196,0.12341772151898735,0.1722608002110553
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,correct_pressure,cctp_logit_linear_min_alpha,alpha_100,9,1.0,0.0,0.04229714835717532,0.0,0.2430685046827764
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,wrong_pressure,cctp_logit_linear_min_alpha,alpha_000,53,1.0,0.2641509433962264,0.26070219953836915,0.3584905660377358,0.3619125379319831
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,wrong_pressure,cctp_logit_linear_min_alpha,alpha_001_010,6,1.0,0.16666666666666666,0.10928300308758154,0.3333333333333333,0.31467932997281345
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,wrong_pressure,cctp_logit_linear_min_alpha,alpha_011_025,7,1.0,0.14285714285714285,0.23976163028852568,0.2857142857142857,0.27167156055693137
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,wrong_pressure,cctp_logit_linear_min_alpha,alpha_026_050,17,1.0,0.11764705882352941,0.12771077542310294,0.7647058823529411,0.74316394468617
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,wrong_pressure,cctp_logit_linear_min_alpha,alpha_051_075,80,1.0,0.075,0.08383712294077719,0.35,0.33091864551552674
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,wrong_pressure,cctp_logit_linear_min_alpha,alpha_076_099,328,1.0,0.051829268292682924,0.10124345685614786,0.21951219512195122,0.2111692640039461
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,wrong_pressure,cctp_logit_linear_min_alpha,alpha_100,9,1.0,0.0,0.09242514590536743,0.3333333333333333,0.28741968197964884
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,correct_pressure,cctp_logit_linear_min_alpha,alpha_000,234,1.0,0.11965811965811966,0.11931527786392884,0.6965811965811965,0.6970443670792185
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,correct_pressure,cctp_logit_linear_min_alpha,alpha_001_010,6,1.0,0.3333333333333333,0.33186218421100033,0.3333333333333333,0.33460736992231793
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,correct_pressure,cctp_logit_linear_min_alpha,alpha_011_025,14,1.0,0.07142857142857142,0.08846523920602263,0.5714285714285714,0.5522757189829595
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,correct_pressure,cctp_logit_linear_min_alpha,alpha_026_050,28,1.0,0.2857142857142857,0.2705535286269895,0.39285714285714285,0.3755884081501826
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,correct_pressure,cctp_logit_linear_min_alpha,alpha_051_075,62,1.0,0.12903225806451613,0.13574482865624976,0.4032258064516129,0.39932063012867963
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,correct_pressure,cctp_logit_linear_min_alpha,alpha_076_099,153,1.0,0.20915032679738563,0.2108701431271709,0.20261437908496732,0.23154088841446163
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,correct_pressure,cctp_logit_linear_min_alpha,alpha_100,3,1.0,0.6666666666666666,0.3343064743057255,0.0,0.33019812492679407
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,wrong_pressure,cctp_logit_linear_min_alpha,alpha_000,122,1.0,0.36065573770491804,0.36390778528884843,0.4426229508196721,0.43805893305785215
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,wrong_pressure,cctp_logit_linear_min_alpha,alpha_001_010,7,1.0,0.14285714285714285,0.16471669201116093,0.2857142857142857,0.2795236209792261
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,wrong_pressure,cctp_logit_linear_min_alpha,alpha_011_025,16,1.0,0.3125,0.3276538656093709,0.25,0.24755952280012716
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,wrong_pressure,cctp_logit_linear_min_alpha,alpha_026_050,43,1.0,0.13953488372093023,0.15191852556197502,0.627906976744186,0.6126130355355494
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,wrong_pressure,cctp_logit_linear_min_alpha,alpha_051_075,127,1.0,0.07874015748031496,0.09279063221317069,0.5826771653543307,0.5660023531850124
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,wrong_pressure,cctp_logit_linear_min_alpha,alpha_076_099,182,1.0,0.07692307692307693,0.11379085356814102,0.4340659340659341,0.4056678695566888
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,wrong_pressure,cctp_logit_linear_min_alpha,alpha_100,3,1.0,0.3333333333333333,0.3330906811727805,0.0,0.16357519405575716
qwen25_7b,Qwen2.5-7B,mmlu_pro,correct_pressure,cctp_logit_linear_min_alpha,alpha_000,178,1.0,0.033707865168539325,0.033891143327623524,0.7696629213483146,0.7691664799686916
qwen25_7b,Qwen2.5-7B,mmlu_pro,correct_pressure,cctp_logit_linear_min_alpha,alpha_001_010,2,1.0,0.0,2.3101779842419638e-08,1.0,0.9999995785880813
qwen25_7b,Qwen2.5-7B,mmlu_pro,correct_pressure,cctp_logit_linear_min_alpha,alpha_011_025,8,1.0,0.125,0.12106420296316893,0.375,0.387312125286487
qwen25_7b,Qwen2.5-7B,mmlu_pro,correct_pressure,cctp_logit_linear_min_alpha,alpha_026_050,13,1.0,0.15384615384615385,0.15244607296325735,0.07692307692307693,0.08757336460129736
qwen25_7b,Qwen2.5-7B,mmlu_pro,correct_pressure,cctp_logit_linear_min_alpha,alpha_051_075,63,1.0,0.09523809523809523,0.09283089618816007,0.20634920634920634,0.22333860337517109
qwen25_7b,Qwen2.5-7B,mmlu_pro,correct_pressure,cctp_logit_linear_min_alpha,alpha_076_099,229,1.0,0.10480349344978165,0.09874890552580606,0.2445414847161572,0.2797579088847893
qwen25_7b,Qwen2.5-7B,mmlu_pro,correct_pressure,cctp_logit_linear_min_alpha,alpha_100,7,1.0,0.42857142857142855,0.18534161446435166,0.0,0.24017565489302117
qwen25_7b,Qwen2.5-7B,mmlu_pro,wrong_pressure,cctp_logit_linear_min_alpha,alpha_000,153,1.0,0.0718954248366013,0.0717390608811626,0.6601307189542484,0.6598564300104851
qwen25_7b,Qwen2.5-7B,mmlu_pro,wrong_pressure,cctp_logit_linear_min_alpha,alpha_001_010,4,1.0,0.25,0.23499234550260242,0.5,0.4930197702233685
qwen25_7b,Qwen2.5-7B,mmlu_pro,wrong_pressure,cctp_logit_linear_min_alpha,alpha_011_025,4,1.0,0.0,0.02681424749850699,0.5,0.485163616203919
qwen25_7b,Qwen2.5-7B,mmlu_pro,wrong_pressure,cctp_logit_linear_min_alpha,alpha_026_050,25,1.0,0.04,0.05378669514808651,0.44,0.43485388501161737
qwen25_7b,Qwen2.5-7B,mmlu_pro,wrong_pressure,cctp_logit_linear_min_alpha,alpha_051_075,79,1.0,0.10126582278481013,0.11058014387697526,0.3670886075949367,0.3526644380282238
qwen25_7b,Qwen2.5-7B,mmlu_pro,wrong_pressure,cctp_logit_linear_min_alpha,alpha_076_099,228,1.0,0.08333333333333333,0.0944153788151175,0.29385964912280704,0.29338119321149286
qwen25_7b,Qwen2.5-7B,mmlu_pro,wrong_pressure,cctp_logit_linear_min_alpha,alpha_100,7,1.0,0.2857142857142857,0.2517923792916325,0.0,0.08657050699581882
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,correct_pressure,cctp_logit_linear_min_alpha,alpha_000,326,1.0,0.024539877300613498,0.024545743100145657,0.901840490797546,0.9017575495541122
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,correct_pressure,cctp_logit_linear_min_alpha,alpha_001_010,1,1.0,0.0,6.587659288012012e-05,1.0,0.9688993343752008
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,correct_pressure,cctp_logit_linear_min_alpha,alpha_011_025,2,1.0,0.0,1.3718563155234752e-07,1.0,0.9995032826387348
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,correct_pressure,cctp_logit_linear_min_alpha,alpha_026_050,11,1.0,0.18181818181818182,0.17410802011973997,0.5454545454545454,0.531803447434227
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,correct_pressure,cctp_logit_linear_min_alpha,alpha_051_075,45,1.0,0.24444444444444444,0.24146108516392184,0.4222222222222222,0.4213429190428335
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,correct_pressure,cctp_logit_linear_min_alpha,alpha_076_099,108,1.0,0.26851851851851855,0.24870580159235744,0.25,0.2886175286320184
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,correct_pressure,cctp_logit_linear_min_alpha,alpha_100,7,1.0,0.14285714285714285,0.07044991992021012,0.14285714285714285,0.198909611525687
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,wrong_pressure,cctp_logit_linear_min_alpha,alpha_000,317,1.0,0.04416403785488959,0.04412261790238184,0.8706624605678234,0.8706610631610225
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,wrong_pressure,cctp_logit_linear_min_alpha,alpha_001_010,5,1.0,0.2,0.19280181047269673,0.6,0.5862959010949627
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,wrong_pressure,cctp_logit_linear_min_alpha,alpha_011_025,3,1.0,0.0,6.588733674658425e-08,1.0,0.9784950541381399
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,wrong_pressure,cctp_logit_linear_min_alpha,alpha_026_050,24,1.0,0.041666666666666664,0.044039727581474425,0.8333333333333334,0.8138992226558696
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,wrong_pressure,cctp_logit_linear_min_alpha,alpha_051_075,42,1.0,0.19047619047619047,0.19211157140865795,0.5,0.48950666224961603
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,wrong_pressure,cctp_logit_linear_min_alpha,alpha_076_099,101,1.0,0.25742574257425743,0.24145796563354588,0.25742574257425743,0.27951957481045764
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,wrong_pressure,cctp_logit_linear_min_alpha,alpha_100,8,1.0,0.125,0.0626249221636884,0.125,0.2268802453306677
